User Id,ISBN,Puan
7,9789944885263,4
7,9786053321170,10
7,9786054263301,9
7,9789753428750,10
7,9789944691321,5
7,9789750825910,10
7,9789759038471,9
7,9789755107677,6
7,9789753632607,7
7,9786050904222,5
7,9786054188239,6
7,9786054263608,8
7,9789752430297,9
7,9789751416353,8
7,9786053608851,8
7,9786059441032,7
7,9786050913149,9
7,9789752893429,8
7,9789759913687,8
7,9786051417974,6
7,9786052990384,6
7,9786051112909,8
7,9786050822038,8
7,9786051420646,7
7,9786052981320,10
7,9789753426046,6
7,9789750807459,7
7,9789756006825,8
7,9789752202474,8
7,9789752897427,6
7,9786050907995,4
7,9789755105857,7
7,9789944885775,10
7,9786053482826,7
7,9789750826184,6
7,9786053604549,5
7,9789759960513,9
7,9786051415284,7
7,9789754378047,5
7,9789754588255,10
7,9786053328926,4
7,9789752896468,6
7,978-975-362-860-0,6
7,9789750809941,6
7,9789752732278,9
7,9786053607182,10
7,9786059809542,8
7,9789754378061,9
7,9789754370096,8
7,9786051715124,10
7,9786050905434,7
7,9786053431459,7
7,9786051850047,4
7,9789944886079,9
7,9786051551920,8
7,9786054729074,6
7,9789754680942,9
7,9786053480051,6
7,9786055482596,9
7,9789754374066,5
7,9756717035,9
7,9786052953433,8
7,9786056842689,4
7,9750506307,9
7,9789753628631,7
7,9786053431589,5
7,9786050959628,8
7,9789755707648,7
7,9789752104673,9
7,9799756438168,10
7,9786053111733,4
7,9786052955178,9
7,9786054456055,9
7,9789751026606,8
7,9786056587887,7
7,9789750731433,7
7,9789752897465,5
7,9786053325567,7
7,9789750723353,8
7,9786051421131,8
7,9789758363049,9
7,9789753630153,5
7,9786051069227,9
7,9786051143163,5
7,9789751015310,4
7,9786058562516,6
7,9786054188499,9
8,9789750719400,10
8,9789754589023,7
8,9789750718533,6
8,9786053324225,8
8,9786053757818,8
8,9789753636360,10
8,9789750735646,9
8,9789752104556,8
8,9789750802942,10
8,9789754700060,5
8,9789756316405,7
8,9789750719394,5
8,9789750809777,10
8,9789750735639,9
8,9789752201682,5
8,9789750725050,9
8,9789753633383,7
8,9789750517310,9
8,9786050900682,8
8,9789755100593,10
8,9789757544425,7
8,9789754702811,6
8,9789750723322,6
8,9789754700084,7
8,9789753428750,5
8,9786054985456,10
8,9789750830884,9
8,9789759914349,8
8,9789752733732,8
8,9786050904222,7
8,9789759955748,10
8,9789756963050,7
8,9786052954270,6
8,9786053321262,7
8,9786055360245,9
8,9789750502057,10
8,9786051730547,10
8,9786059441032,8
8,9786053753902,7
8,9789753424080,10
8,9789759914943,7
8,9786054054206,6
8,9789750732737,6
8,9789944756938,8
8,9789750828928,9
8,9789754370508,10
8,9786053322528,8
8,9786052981320,9
8,9786056501944,9
8,9789750813863,10
8,9786053434153,7
8,9786050819267,6
8,9786050907148,9
8,9752119277,6
8,9789750706653,7
8,9786050955453,10
8,9786052955840,9
8,9789759953126,9
8,9786051419336,6
8,9789750809941,10
8,9789751029393,5
8,9789750726491,4
8,9789753422666,7
8,9786055289942,8
8,9786051423555,6
8,9786053751991,9
8,9789754378061,10
8,9789755707600,4
8,9789750823848,7
8,9789753420570,9
8,9786051113302,5
8,9786054263226,6
8,9786053110576,9
8,9789759038496,7
8,9786055134266,5
8,9786051410067,5
8,9789758607877,8
8,9786053111795,9
8,9786053140177,10
8,9789752898202,8
8,9786050946314,8
8,9786052205082,8
8,9786053847212,8
8,9786053322085,8
8,9786056587887,9
8,1999,8
8,9786054683925,6
8,9786055455668,8
8,9786054729692,10
8,9789753482639,8
8,9789750510861,10
8,9786051117218,9
8,9789755395913,3
8,9789758363049,5
8,9786055262693,10
8,9786051113814,5
8,9786055537357,6
8,9786051113821,7
8,9786052398111,8
8,9786051143163,8
9,9786050900286,8
9,9789753310086,5
9,9786053600138,8
9,9789750738005,9
9,9786053329527,4
9,9789759997199,7
9,9789754586985,8
9,9789754370232,9
9,9786053321392,6
9,9786055029357,6
9,9789751026569,7
9, 9789752201279,8
9,9786059011938,9
9,9786059585439,6
9,9789944888035,6
9,9789750826146,8
9,9789750719394,8
9,9789755705866,7
9,9789750725050,9
9,9786053848806,6
9,9786053849360,8
9,9786053329015,9
9,9789753168175,10
9,9789750826672,8
9,9789752892422,5
9,9789754700671,5
9,9786052954836,7
9,9789752894532,10
9,9786052950364,9
9,9789750825910,8
9,9789754378009,7
9,9789750725036,8
9,9789753852821,7
9,9786059840736,8
9,9789757747116,7
9,9786059126397,6
9,9789756093153,6
9,9789755393226,8
9,9789944979665,10
9,9789750739200,10
9,9789758440757,7
9,9786054054381,3
9,9789755100173,8
9,9789750501982,7
9,9789750700576,6
9,9786052952528,10
9,9786050825992,10
9,9786053430179,5
9,9789750732737,6
9,9789944883856,4
9,9789759962814,7
9,9789750807219,5
9,9789754584141,10
9,9786050940596,9
9,9786055943783,5
9,9786051113869,9
9,9754732485,10
9,9789750719493,6
9,9786056501944,7
9,9789753423984,5
9,9799752890007,7
9,9786053480204,7
9,9786053848899,9
9,9786053608929,5
9,9786053482826,7
9,9786052950289,6
9,9789753550383,8
9,9786051851969,10
9,9755101415,10
9,9786053328674,6
9,9789750710551,9
9,9786053110514,6
9,9789753421959,6
9,9789754054217,8
9,9789750845550,9
9,9759961169,10
9,9789759953560,10
9,9789759893729,6
9,9786053324942,8
9,9786053600749,6
9,9786050905434,9
9,9789944886079,6
9,9789752202795,7
9,9786052680064,7
9,9786053329206,5
9,9789750503726,9
9,9789758950386,8
9,9786051711171,8
9,9786053327516,8
9,9789757544111,7
9,9786053435297,9
9,9789750731433,9
9,9789944825948,9
9,9789756503485,8
9,9789750505669,10
9,9789944825955,5
9,9789754940510,4
9,9789752892361,10
9,9786052398111,5
9,9786058562516,7
10,9789750724435,7
10,9789750719387,8
10,9789753638037,5
10,9786051111070,9
10,9789752104037,10
10,9786052980811,10
10,9789754371543,5
10,9789754370232,9
10,9786053608288,5
10,9789756316405,6
10,9789750807146,10
10,9786054263783,5
10,9789758950119,7
10,9786059734707,10
10,9789750516689,4
10,9789752897366,6
10,9786050906486,8
10,9789758180127,7
10,9789750517310,7
10,9786051553900,7
10,9789759914615,9
10,9789750708275,8
10,9786050905441,7
10,9789754370799,6
10,9786050950281,6
10,9789759914332,10
10,9789750817779,8
10,9786053754718,9
10,9786051850672,5
10,9789750831331,7
10,9789750825910,10
10,9786053437451,10
10,9789756197066,8
10,9786054263608,8
10,9789758440757,5
10,9786055360245,10
10,9789759998165,5
10,9789752890299,9
10,9789944485401,9
10,9789753425285,6
10,9786055248208,5
10,9789759913687,10
10,9789755708959,10
10,9786052990384,8
10,9789755100869,8
10,9786053433033,10
10,9786055420956,9
10,9786054456062,8
10,9786055360443,8
10,9789753426046,10
10,9786056501944,8
10,9789750701566,7
10,9789750807190,5
10,9786051114699,6
10,9786053754756,8
10,9789753420723,8
10,9786050919387,8
10,9786053848899,5
10,9789752897410,4
10,9786059840675,6
10,9786053326533,9
10,9786053480167,6
10,9786053604549,7
10,9786051410722,4
10,9786055514051,9
10,9789944824644,9
10,9789750809941,6
10,9789759953560,10
10,9789759893729,7
10,9789753311748,7
10,9786050812411,7
10,9789751404503,10
10,9789752202795,6
10,9786053327325,6
10,9789754374066,4
10,9789944825337,7
10,9756717035,5
10,9786051711171,6
10,9789752733947,7
10,9786058422841,7
10,9786053431589,8
10,9789756717042,6
10,9786051424521,8
10,9789755707648,5
10,9786053604310,7
10,9786050946314,5
10,9789750813887,6
10,9789753900690,7
10,9786053432449,6
10,9786051001845,4
10,9786054683925,10
10,9786054764846,5
10,9789944885850,10
10,9789750708794,10
10,9786051068435,8
10,9789755395913,4
10,9786051421131,10
10,9789756132388,5
10,9789754378269,9
10,9789751015310,6
11,9786053609322,5
11,9789755705859,6
11,9789752104037,5
11,9786054188710,10
11,9789753636360,9
11,9789755391465,8
11,9789754370232,7
11,9786051411224,9
11,9789750835605,8
11,9789754704723,10
11,9786055029357,5
11,9786053607021,9
11,9786053322122,8
11,9789752116832,9
11,9786050904192,6
11,9789753426527,10
11,9789750719394,8
11,9789750803310,7
11,9789750725050,8
11,9789750500848,8
11,9786053328322,7
11,9789758180127,10
11,9786055162054,8
11,9786053480143,5
11,9786054188895,9
11,9786059913959,7
11,9789754701586,9
11,9786054771769,9
11,9789759914332,5
11,9786050926316,5
11,9789750826672,10
11,9789752113251,6
11,9789754370577,9
11,9786053437451,10
11,9789753425988,7
11,9786059840736,9
11,9789759915186,8
11,9789756093153,5
11,9786052953440,9
11,9789752899513,7
11,9786059841917,8
11,9786053321262,7
11,9786054994908,6
11,9789759914943,6
11,9789753628686,7
11,9789752732322,10
11,9786051116518,8
11,9786059840682,6
11,9789750807219,9
11,9789944884518,8
11,9789754370508,8
11,9786052954829,4
11,9789752897403,10
11,9786054764716,9
11,9789756006825,2
11,9786050919387,6
11,9786053480167,4
11,9789944432085,7
11,9786054456307,7
11,9786053043249,10
11,9759961169,6
11,9789944886772,6
11,9789756093627,6
11,9786053324942,6
11,9786053751991,5
11,9789750826702,8
11,6054263134,10
11,9786051551920,10
11,9789752202795,7
11,9786053327325,9
11,9789756287293,3
11,9789756717066,9
11,9789758499693,7
11,9789750737497,5
11,9786057525161,5
11,9786050934694,6
11,9789756197097,5
11,9786053431589,7
11,9786051067247,7
11,6050900569,8
11,9789750826313,9
11,9786054994076,9
11,9789753638965,5
11,9786055482541,10
11,9786050900491,9
11,9789750723537,7
11,9786051416267,10
11,9786051001845,3
11,9786051850429,7
11,1999,6
11,9786054683925,9
11,9789759997618,4
11,9789758180097,5
11,9789756503485,6
11,9786054228218,10
11,9789752473034,5
11,9786053480570,6
11,9786051113821,6
11,9786050910919,8
11,9789752892576,7
12,9789750724435,8
12,9786050900286,8
12,9789944884013,6
12,9789754370430,7
12,9789754587029,9
12,9786054188970,9
12,9786053320128,5
12,9786053607021,5
12, 9789752201279,9
12,9789756525630,7
12,9786055147709,10
12,9789944888035,5
12,9754378023,10
12,9789752201682,5
12,9789753633383,5
12,9789750806452,9
12,9789759914615,6
12,9786053750666,9
12,9786054683772,10
12,9786053321170,7
12,9789750817779,8
12,9789754587395,7
12,9789753428750,9
12,9786055147716,10
12,9786053609308,7
12,9789754588590,5
12,9789759038471,10
12,9789752890244,6
12,9786055577667,8
12,9786054629251,8
12,9789753639015,8
12,9786055360245,8
12,9786055943394,8
12,9789755100173,6
12,9789944824354,6
12,9789752890299,9
12,9786051730547,5
12,9786053430018,6
12,9789753425285,9
12,9786055248208,7
12,9786053142706,10
12,9789752631090,7
12,9786054263684,9
12,9789751415622,7
12,9789753628686,5
12,9786053844334,6
12,9786053322528,4
12,9786050940596,9
12,9786055360443,8
12,9789754733990,10
12,9789751038760,4
12,9789750701566,9
12,9789750826139,9
12,9789756006825,7
12,9789752897410,10
12,6058936980,9
12,9786059021050,5
12,9789759960513,8
12,9789758180110,10
12,9789750821073,8
12,9789751403643,5
12,9789944824644,6
12,9789759953126,9
12,9789752896468,7
12,9789754948554,10
12,9786053327608,10
12,9789753311748,8
12,9786051850313,7
12,9789754701258,10
12,9789752979901,6
12,9789756093115,5
12,9789756287293,6
12,9789759969158,8
12,9786051113302,6
12,9786053329206,8
12,9789756580585,8
12,9786055289218,6
12,9789752473041,6
12,9789752733947,7
12,9786053755326,8
12,9786053604310,6
12,9786053607465,10
12,9786053430346,7
12,9789754707823,5
12,9789754705423,8
12,9786053322085,7
12,9786056587887,9
12,9786051850429,9
12,9789752897465,4
12,9786053113867,6
12,9786050933567,6
12,9789759953119,5
12,9789758607488,5
12,9789750505669,8
12,9789753482639,9
12,9789756006030,7
12,9789754940510,9
12,9789752892361,10
12,9786055147747,7
12,9789750512018,6
13,9789752891456,8
13,9789944884013,10
13,9786053324249,6
13,9786052980811,8
13,9786053609902,8
13,9789752897458,5
13,9789758434572,6
13,9789750806603,9
13,9789752890435,8
13,9786053604099,6
13,9789752430990,10
13,9789755705866,6
13,9789752897366,7
13,9789755707402,9
13,9786053320104,10
13,9786053329817,6
13,9786053322696,6
13,9789750809958,10
13,9786059078368,8
13,9786054683772,10
13,9789754586923,8
13,9786054456000,10
13,9789759914332,9
13,9789759954611,8
13,9789750814068,10
13,9789752897397,8
13,9786053754428,9
13,9786052361450,9
13,9789754081657,7
13,9786053480600,8
13,9789944883146,5
13,9789750815546,7
13,9789757747116,9
13,9789753631570,10
13,9786051063058,7
13,9786055420796,10
13,9789755393226,6
13,9789752899513,5
13,9786059841917,5
13,9786051731438,5
13,9789750502057,8
13,9786055943394,3
13,9789752890299,7
13,9786053430018,9
13,9786052952528,7
13,9789944889209,9
13,9786053430179,7
13,9789755708959,9
13,9786051112909,10
13,9786055943516,10
13,9786059609388,6
13,9786053482833,10
13,9789753426046,7
13,9789752730762,6
13,9789750807190,10
13,9789752897403,6
13,9789756006825,5
13,9789750724275,6
13,9789759917012,4
13,9789944885775,6
13,9786053482826,5
13,9789758240074,10
13,9789750706653,10
13,9789759967956,10
13,9786052955840,7
13,9786051851969,9
13,9786053607861,5
13,9786055514051,7
13,9789944824644,10
13,9759961169,7
13,9786053754466,5
13,9786053327608,4
13,9789750803507,7
13,9786056323942,8
13,9789750811876,7
13,978-975-991-488-2,10
13,9789755707600,9
13,9789754680942,5
13,9786052991282,8
13,9786052953433,9
13,9786056842689,10
13,9786055134266,7
13,9786055257118,8
13,9789756197097,7
13,9786053600862,6
13,9786054607808,7
13,9786053755326,5
13,9789755707648,6
13,9786056691225,7
13,9786054456055,9
13,9786053325482,9
13,9789753639088,10
13,9786052205082,8
13,9789751402967,10
13,9786054188000,7
13,9789759960858,5
13,9786050017021,5
13,9789753630153,9
13,9786052361436,9
13,9786055147747,5
14,9789750726439,10
14,9789752891456,7
14,9789750719387,9
14,9786053606604,6
14,9789750800016,10
14,9789756006054,5
14,9786055913229,10
14,9786053325017,5
14,9789752103924,5
14,9789754587029,5
14,9789754371543,8
14,9786050929997,5
14,9789756316405,8
14,9786055029357,7
14,9789750739606,9
14,9789750802950,6
14, 9789752201279,5
14,9789750803116,10
14,9789759917951,5
14,9789750806452,7
14,9786053328322,6
14,9789750517310,8
14,9786053322696,6
14,9789757544425,8
14,9786054188895,6
14,9789752894402,8
14,978-605-9841-90-0,5
14,9786050926316,10
14,9786054985456,7
14,9789750506765,10
14,9789944886666,6
14,9789754378016,5
14,9789759038455,8
14,9789753632607,8
14,9786055107352,10
14,9786059840736,6
14,9789758725021,9
14,9786055420659,10
14,9786054054381,7
14,9786051731438,9
14,9786053430018,5
14,9789750507144,9
14,9786050825992,9
14,9789753424080,10
14,9789750728730,5
14,9789751413000,9
14,9786053607205,7
14,9944700979,6
14,9799753628593,6
14,9789754370508,9
14,9786053322528,9
14,9786055360443,9
14,9786052954829,8
14,9789754733990,7
14,9789752897403,5
14,9786050819267,9
14,9786054054640,10
14,9789755102375,9
14,9786053320937,8
14,9789754588255,10
14,9786053114109,5
14,9789759953126,6
14,9786053435938,5
14,9786054054930,10
14,9786055420567,9
14,9789759999933,10
14,9789752732278,9
14,9786053754466,6
14,9786053327608,10
14,9789944886772,7
14,9789754378061,7
14,9789754370096,6
14,9789750735561,10
14,9789755707600,7
14,9786051551920,5
14,9789758499693,10
14,9789753420570,8
14,9786053110842,8
14,9786052991282,10
14,9786055134266,4
14,9789750803376,6
14,9786053327516,6
14,9789758607877,10
14,9786054629862,10
14,9789755707648,7
14,9786050937022,6
14,9799756438168,7
14,9789754700350,7
14,978-605-348-055-6,5
14,9786056691225,10
14,9786054456055,10
14,9789751416575,8
14,9786051110479,9
14,9786052205082,10
